part_id,aya_index,part_no,part_text,part_text_full,hamza
2165,903,2,والذين آتيناهم الكتاب يعلمون أنه منزل من ربك بالحق,وَالَّذِينَ آتَيْنَاهُمُ الْكِتَابَ يَعْلَمُونَ أَنَّهُ مُنَزَّلٌ مِّن رَّبِّكَ بِالْحَقِّ,
2166,903,3,فلا تكونن من الممترين,فَلَا تَكُونَنَّ مِنَ الْمُمْتَرِينَ,
2167,904,1,وتمت كلمت ربك صدقا وعدلا,وَتَمَّتْ كَلِمَتُ رَبِّكَ صِدْقًا وَعَدْلًا,
2168,904,2,لا مبدل لكلماته,لَّا مُبَدِّلَ لِكَلِمَاتِهِ,
2169,904,3,وهو السميع العليم,وَهُوَ السَّمِيعُ الْعَلِيمُ,
2170,905,1,وإن تطع أكثر من في الأرض يضلوك عن سبيل الله,وَإِن تُطِعْ أَكْثَرَ مَن فِي الْأَرْضِ يُضِلُّوكَ عَن سَبِيلِ اللَّهِ,
2171,905,2,إن يتبعون إلا الظن وإن هم إلا يخرصون,إِن يَتَّبِعُونَ إِلَّا الظَّنَّ وَإِنْ هُمْ إِلَّا يَخْرُصُونَ,
2172,906,1,إن ربك هو أعلم من يضل عن سبيله,إِنَّ رَبَّكَ هُوَ أَعْلَمُ مَن يَضِلُّ عَن سَبِيلِهِ,
2173,906,2,وهو أعلم بالمهتدين,وَهُوَ أَعْلَمُ بِالْمُهْتَدِينَ,
2174,907,1,فكلوا مما ذكر اسم الله عليه إن كنتم بآياته مؤمنين,فَكُلُوا مِمَّا ذُكِرَ اسْمُ اللَّهِ عَلَيْهِ إِن كُنتُم بِآيَاتِهِ مُؤْمِنِينَ,1
2175,908,1,وما لكم ألا تأكلوا مما ذكر اسم الله عليه وقد فصل لكم ما حرم عليكم إلا ما اضطررتم إليه,وَمَا لَكُمْ أَلَّا تَأْكُلُوا مِمَّا ذُكِرَ اسْمُ اللَّهِ عَلَيْهِ وَقَدْ فَصَّلَ لَكُم مَّا حَرَّمَ عَلَيْكُمْ إِلَّا مَا اضْطُرِرْتُمْ إِلَيْهِ,
2176,908,2,وإن كثيرا ليضلون بأهوائهم بغير علم,وَإِنَّ كَثِيرًا لَّيُضِلُّونَ بِأَهْوَائِهِم بِغَيْرِ عِلْمٍ,
2177,908,3,إن ربك هو أعلم بالمعتدين,إِنَّ رَبَّكَ هُوَ أَعْلَمُ بِالْمُعْتَدِينَ,
2178,909,1,وذروا ظاهر الإثم وباطنه,وَذَرُوا ظَاهِرَ الْإِثْمِ وَبَاطِنَهُ,
2179,909,2,إن الذين يكسبون الإثم سيجزون بما كانوا يقترفون,إِنَّ الَّذِينَ يَكْسِبُونَ الْإِثْمَ سَيُجْزَوْنَ بِمَا كَانُوا يَقْتَرِفُونَ,
2180,910,1,ولا تأكلوا مما لم يذكر اسم الله عليه وإنه لفسق,وَلَا تَأْكُلُوا مِمَّا لَمْ يُذْكَرِ اسْمُ اللَّهِ عَلَيْهِ وَإِنَّهُ لَفِسْقٌ,
2181,910,2,وإن الشياطين ليوحون إلىٰ أوليائهم ليجادلوكم,وَإِنَّ الشَّيَاطِينَ لَيُوحُونَ إِلَىٰ أَوْلِيَائِهِمْ لِيُجَادِلُوكُمْ,
2182,910,3,وإن أطعتموهم إنكم لمشركون,وَإِنْ أَطَعْتُمُوهُمْ إِنَّكُمْ لَمُشْرِكُونَ,
2183,911,1,أومن كان ميتا فأحييناه وجعلنا له نورا يمشي به في الناس كمن مثله في الظلمات ليس بخارج منها,أَوَمَن كَانَ مَيْتًا فَأَحْيَيْنَاهُ وَجَعَلْنَا لَهُ نُورًا يَمْشِي بِهِ فِي النَّاسِ كَمَن مَّثَلُهُ فِي الظُّلُمَاتِ لَيْسَ بِخَارِجٍ مِّنْهَا,
2184,911,2,كذٰلك زين للكافرين ما كانوا يعملون,كَذَٰلِكَ زُيِّنَ لِلْكَافِرِينَ مَا كَانُوا يَعْمَلُونَ,
2185,912,1,وكذٰلك جعلنا في كل قرية أكابر مجرميها ليمكروا فيها,وَكَذَٰلِكَ جَعَلْنَا فِي كُلِّ قَرْيَةٍ أَكَابِرَ مُجْرِمِيهَا لِيَمْكُرُوا فِيهَا,
2186,912,2,وما يمكرون إلا بأنفسهم وما يشعرون,وَمَا يَمْكُرُونَ إِلَّا بِأَنفُسِهِمْ وَمَا يَشْعُرُونَ,
2187,913,1,وإذا جاءتهم آية قالوا لن نؤمن حتىٰ نؤتىٰ مثل ما أوتي رسل الله,وَإِذَا جَاءَتْهُمْ آيَةٌ قَالُوا لَن نُّؤْمِنَ حَتَّىٰ نُؤْتَىٰ مِثْلَ مَا أُوتِيَ رُسُلُ اللَّهِ,
2188,913,2,الله أعلم حيث يجعل رسالته,اللَّهُ أَعْلَمُ حَيْثُ يَجْعَلُ رِسَالَتَهُ,
2189,913,3,سيصيب الذين أجرموا صغار عند الله وعذاب شديد بما كانوا يمكرون,سَيُصِيبُ الَّذِينَ أَجْرَمُوا صَغَارٌ عِندَ اللَّهِ وَعَذَابٌ شَدِيدٌ بِمَا كَانُوا يَمْكُرُونَ,
2190,914,1,فمن يرد الله أن يهديه يشرح صدره للإسلام,فَمَن يُرِدِ اللَّهُ أَن يَهْدِيَهُ يَشْرَحْ صَدْرَهُ لِلْإِسْلَامِ,
2191,914,2,ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء,وَمَن يُرِدْ أَن يُضِلَّهُ يَجْعَلْ صَدْرَهُ ضَيِّقًا حَرَجًا كَأَنَّمَا يَصَّعَّدُ فِي السَّمَاءِ,1
2192,914,3,كذٰلك يجعل الله الرجس على الذين لا يؤمنون,كَذَٰلِكَ يَجْعَلُ اللَّهُ الرِّجْسَ عَلَى الَّذِينَ لَا يُؤْمِنُونَ,1
2193,915,1,وهٰذا صراط ربك مستقيما,وَهَٰذَا صِرَاطُ رَبِّكَ مُسْتَقِيمًا,
2194,915,2,قد فصلنا الآيات لقوم يذكرون,قَدْ فَصَّلْنَا الْآيَاتِ لِقَوْمٍ يَذَّكَّرُونَ,
2195,916,1,لهم دار السلام عند ربهم,لَهُمْ دَارُ السَّلَامِ عِندَ رَبِّهِمْ,
2196,916,2,وهو وليهم بما كانوا يعملون,وَهُوَ وَلِيُّهُم بِمَا كَانُوا يَعْمَلُونَ,
2197,917,1,ويوم يحشرهم جميعا يا معشر الجن قد استكثرتم من الإنس,وَيَوْمَ يَحْشُرُهُمْ جَمِيعًا يَا مَعْشَرَ الْجِنِّ قَدِ اسْتَكْثَرْتُم مِّنَ الْإِنسِ,
2198,917,2,وقال أولياؤهم من الإنس ربنا استمتع بعضنا ببعض وبلغنا أجلنا الذي أجلت لنا,وَقَالَ أَوْلِيَاؤُهُم مِّنَ الْإِنسِ رَبَّنَا اسْتَمْتَعَ بَعْضُنَا بِبَعْضٍ وَبَلَغْنَا أَجَلَنَا الَّذِي أَجَّلْتَ لَنَا,
2199,917,3,قال النار مثواكم خالدين فيها إلا ما شاء الله,قَالَ النَّارُ مَثْوَاكُمْ خَالِدِينَ فِيهَا إِلَّا مَا شَاءَ اللَّهُ,
2200,917,4,إن ربك حكيم عليم,إِنَّ رَبَّكَ حَكِيمٌ عَلِيمٌ,
2201,918,1,وكذٰلك نولي بعض الظالمين بعضا بما كانوا يكسبون,وَكَذَٰلِكَ نُوَلِّي بَعْضَ الظَّالِمِينَ بَعْضًا بِمَا كَانُوا يَكْسِبُونَ,
2202,919,1,يا معشر الجن والإنس ألم يأتكم رسل منكم يقصون عليكم آياتي وينذرونكم لقاء يومكم هٰذا,يَا مَعْشَرَ الْجِنِّ وَالْإِنسِ أَلَمْ يَأْتِكُمْ رُسُلٌ مِّنكُمْ يَقُصُّونَ عَلَيْكُمْ آيَاتِي وَيُنذِرُونَكُمْ لِقَاءَ يَوْمِكُمْ هَٰذَا,
2203,919,2,قالوا شهدنا علىٰ أنفسنا,قَالُوا شَهِدْنَا عَلَىٰ أَنفُسِنَا,1
2204,919,3,وغرتهم الحياة الدنيا وشهدوا علىٰ أنفسهم أنهم كانوا كافرين,وَغَرَّتْهُمُ الْحَيَاةُ الدُّنْيَا وَشَهِدُوا عَلَىٰ أَنفُسِهِمْ أَنَّهُمْ كَانُوا كَافِرِينَ,
2205,920,1,ذٰلك أن لم يكن ربك مهلك القرىٰ بظلم وأهلها غافلون,ذَٰلِكَ أَن لَّمْ يَكُن رَّبُّكَ مُهْلِكَ الْقُرَىٰ بِظُلْمٍ وَأَهْلُهَا غَافِلُونَ,
2206,921,1,ولكل درجات مما عملوا,وَلِكُلٍّ دَرَجَاتٌ مِّمَّا عَمِلُوا,
2207,921,2,وما ربك بغافل عما يعملون,وَمَا رَبُّكَ بِغَافِلٍ عَمَّا يَعْمَلُونَ,
2208,922,1,وربك الغني ذو الرحمة,وَرَبُّكَ الْغَنِيُّ ذُو الرَّحْمَةِ,
2209,922,2,إن يشأ يذهبكم ويستخلف من بعدكم ما يشاء كما أنشأكم من ذرية قوم آخرين,إِن يَشَأْ يُذْهِبْكُمْ وَيَسْتَخْلِفْ مِن بَعْدِكُم مَّا يَشَاءُ كَمَا أَنشَأَكُم مِّن ذُرِّيَّةِ قَوْمٍ آخَرِينَ,
2210,923,1,إن ما توعدون لآت,إِنَّ مَا تُوعَدُونَ لَآتٍ,
2211,923,2,وما أنتم بمعجزين,وَمَا أَنتُم بِمُعْجِزِينَ,
2212,924,1,قل يا قوم اعملوا علىٰ مكانتكم إني عامل,قُلْ يَا قَوْمِ اعْمَلُوا عَلَىٰ مَكَانَتِكُمْ إِنِّي عَامِلٌ,
2213,924,2,فسوف تعلمون من تكون له عاقبة الدار,فَسَوْفَ تَعْلَمُونَ مَن تَكُونُ لَهُ عَاقِبَةُ الدَّارِ,
2214,924,3,إنه لا يفلح الظالمون,إِنَّهُ لَا يُفْلِحُ الظَّالِمُونَ,
2215,925,1,وجعلوا لله مما ذرأ من الحرث والأنعام نصيبا فقالوا هٰذا لله بزعمهم وهٰذا لشركائنا,وَجَعَلُوا لِلَّهِ مِمَّا ذَرَأَ مِنَ الْحَرْثِ وَالْأَنْعَامِ نَصِيبًا فَقَالُوا هَٰذَا لِلَّهِ بِزَعْمِهِمْ وَهَٰذَا لِشُرَكَائِنَا,1
2216,925,2,فما كان لشركائهم فلا يصل إلى الله,فَمَا كَانَ لِشُرَكَائِهِمْ فَلَا يَصِلُ إِلَى اللَّهِ,
2217,925,3,وما كان لله فهو يصل إلىٰ شركائهم,وَمَا كَانَ لِلَّهِ فَهُوَ يَصِلُ إِلَىٰ شُرَكَائِهِمْ,1
2218,925,4,ساء ما يحكمون,سَاءَ مَا يَحْكُمُونَ,
2219,926,1,وكذٰلك زين لكثير من المشركين قتل أولادهم شركاؤهم ليردوهم وليلبسوا عليهم دينهم,وَكَذَٰلِكَ زَيَّنَ لِكَثِيرٍ مِّنَ الْمُشْرِكِينَ قَتْلَ أَوْلَادِهِمْ شُرَكَاؤُهُمْ لِيُرْدُوهُمْ وَلِيَلْبِسُوا عَلَيْهِمْ دِينَهُمْ,
2220,926,2,ولو شاء الله ما فعلوه,وَلَوْ شَاءَ اللَّهُ مَا فَعَلُوهُ,
2221,926,3,فذرهم وما يفترون,فَذَرْهُمْ وَمَا يَفْتَرُونَ,
2222,927,1,وقالوا هٰذه أنعام وحرث حجر لا يطعمها إلا من نشاء بزعمهم وأنعام حرمت ظهورها وأنعام لا يذكرون اسم الله عليها افتراء عليه,وَقَالُوا هَٰذِهِ أَنْعَامٌ وَحَرْثٌ حِجْرٌ لَّا يَطْعَمُهَا إِلَّا مَن نَّشَاءُ بِزَعْمِهِمْ وَأَنْعَامٌ حُرِّمَتْ ظُهُورُهَا وَأَنْعَامٌ لَّا يَذْكُرُونَ اسْمَ اللَّهِ عَلَيْهَا افْتِرَاءً عَلَيْهِ,
2223,927,2,سيجزيهم بما كانوا يفترون,سَيَجْزِيهِم بِمَا كَانُوا يَفْتَرُونَ,
2224,928,1,وقالوا ما في بطون هٰذه الأنعام خالصة لذكورنا ومحرم علىٰ أزواجنا,وَقَالُوا مَا فِي بُطُونِ هَٰذِهِ الْأَنْعَامِ خَالِصَةٌ لِّذُكُورِنَا وَمُحَرَّمٌ عَلَىٰ أَزْوَاجِنَا,1
2225,928,2,وإن يكن ميتة فهم فيه شركاء,وَإِن يَكُن مَّيْتَةً فَهُمْ فِيهِ شُرَكَاءُ,1
2226,928,3,سيجزيهم وصفهم,سَيَجْزِيهِمْ وَصْفَهُمْ,
2227,928,4,إنه حكيم عليم,إِنَّهُ حَكِيمٌ عَلِيمٌ,
2228,929,1,قد خسر الذين قتلوا أولادهم سفها بغير علم وحرموا ما رزقهم الله افتراء على الله,قَدْ خَسِرَ الَّذِينَ قَتَلُوا أَوْلَادَهُمْ سَفَهًا بِغَيْرِ عِلْمٍ وَحَرَّمُوا مَا رَزَقَهُمُ اللَّهُ افْتِرَاءً عَلَى اللَّهِ,
2229,929,2,قد ضلوا وما كانوا مهتدين,قَدْ ضَلُّوا وَمَا كَانُوا مُهْتَدِينَ,
2230,930,1,وهو الذي أنشأ جنات معروشات وغير معروشات والنخل والزرع مختلفا أكله والزيتون والرمان متشابها وغير متشابه,وَهُوَ الَّذِي أَنشَأَ جَنَّاتٍ مَّعْرُوشَاتٍ وَغَيْرَ مَعْرُوشَاتٍ وَالنَّخْلَ وَالزَّرْعَ مُخْتَلِفًا أُكُلُهُ وَالزَّيْتُونَ وَالرُّمَّانَ مُتَشَابِهًا وَغَيْرَ مُتَشَابِهٍ,
2231,930,2,كلوا من ثمره إذا أثمر وآتوا حقه يوم حصاده,كُلُوا مِن ثَمَرِهِ إِذَا أَثْمَرَ وَآتُوا حَقَّهُ يَوْمَ حَصَادِهِ,
2232,930,3,ولا تسرفوا,وَلَا تُسْرِفُوا,
2233,930,4,إنه لا يحب المسرفين,إِنَّهُ لَا يُحِبُّ الْمُسْرِفِينَ,
2234,931,1,ومن الأنعام حمولة وفرشا,وَمِنَ الْأَنْعَامِ حَمُولَةً وَفَرْشًا,
2235,931,2,كلوا مما رزقكم الله ولا تتبعوا خطوات الشيطان,كُلُوا مِمَّا رَزَقَكُمُ اللَّهُ وَلَا تَتَّبِعُوا خُطُوَاتِ الشَّيْطَانِ,
2236,931,3,إنه لكم عدو مبين,إِنَّهُ لَكُمْ عَدُوٌّ مُّبِينٌ,
2237,932,1,ثمانية أزواج,ثَمَانِيَةَ أَزْوَاجٍ,1
2238,932,2,من الضأن اثنين ومن المعز اثنين,مِّنَ الضَّأْنِ اثْنَيْنِ وَمِنَ الْمَعْزِ اثْنَيْنِ,
2239,932,3,قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين,قُلْ آلذَّكَرَيْنِ حَرَّمَ أَمِ الْأُنثَيَيْنِ أَمَّا اشْتَمَلَتْ عَلَيْهِ أَرْحَامُ الْأُنثَيَيْنِ,1
2240,932,4,نبئوني بعلم إن كنتم صادقين,نَبِّئُونِي بِعِلْمٍ إِن كُنتُمْ صَادِقِينَ,
2241,933,1,ومن الإبل اثنين ومن البقر اثنين,وَمِنَ الْإِبِلِ اثْنَيْنِ وَمِنَ الْبَقَرِ اثْنَيْنِ,
2242,933,2,قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين,قُلْ آلذَّكَرَيْنِ حَرَّمَ أَمِ الْأُنثَيَيْنِ أَمَّا اشْتَمَلَتْ عَلَيْهِ أَرْحَامُ الْأُنثَيَيْنِ,1
